['Qh', '6s', '2d', '8h', '3h', 'Kc']
['9h', 'Ah', '4c', 'Kc', 'Qh', '6s']
['9h', 'Ah', '4c', 'Kc', 'Qh', '6s']
['9h', 'Ah', '4c', 'Kc', 'Qh', '6s']
['9h', 'Ah', '4c', 'Kc', 'Qh', '6s']
['9h', 'Ah', '4c', 'Kc', 'Qh', '6s']
['Kh', '6c', 'Jh', '9h', '4d', '7c']
['Kh', '6c', 'Jh', '9h', '4d', '7c']
['Kh', '6c', 'Jh', '9h', '4d', '7c']
['Kh', '6c', 'Jh', '9h', '4d', '7c']
['Kh', '6c', 'Jh', '9h', '4d', '7c']
['Jc', '8c', '7d', '6s', 'As', 'Kh']
['Jc', '8c', '7d', '6s', 'As', 'Kh']
['Jc', '8c', '7d', '6s', 'As', 'Kh']
['Jc', '8c', '7d', '6s', 'As', 'Kh']
['Jc', '8c', '7d', '6s', 'As', 'Kh']
['5c', '9h', '3d', '6d', '7d', '8d']
['5c', '9h', '3d', '6d', '7d', '8d']
['5c', '9h', '3d', '6d', '7d', '8d']
['5c', '9h', '3d', '6d', '7d', '8d']
['5c', '9h', '3d', '6d', '7d', '8d']
['7s', 'Kd', '3d', '2s', 'Kh', '5c']
['7s', 'Kd', '3d', '2s', 'Kh', '5c']
['7s', 'Kd', '3d', '2s', 'Kh', '5c']
['7s', 'Kd', '3d', '2s', 'Kh', '5c']
['7s', 'Kd', '3d', '2s', 'Kh', '5c']
['Th', '4h', 'Js', 'Qc', '5s', '9c']
['Th', '4h', 'Js', 'Qc', '5s', '9c']
['Th', '4h', 'Js', 'Qc', '5s', '9c']
['Th', '4h', 'Js', 'Qc', '5s', '9c']
['Th', '4h', 'Js', 'Qc', '5s', '9c']
['Ah', 'Ac', '8c', '2s', 'Kh', '2d']
['Ah', 'Ac', '8c', '2s', 'Kh', '2d']
['Ah', 'Ac', '8c', '2s', 'Kh', '2d']
['Ah', 'Ac', '8c', '2s', 'Kh', '2d']
['Ah', 'Ac', '8c', '2s', 'Kh', '2d']
['7s', '3s', 'Jc', '7h', '4c', 'Kd']
['7s', '3s', 'Jc', '7h', '4c', 'Kd']
['7s', '3s', 'Jc', '7h', '4c', 'Kd']
['7s', '3s', 'Jc', '7h', '4c', 'Kd']
['7s', '3s', 'Jc', '7h', '4c', 'Kd']
['8s', 'Jd', '6h', 'Kc', 'Qs', '3c']
['8s', 'Jd', '6h', 'Kc', 'Qs', '3c']
['8s', 'Jd', '6h', 'Kc', 'Qs', '3c']
['8s', 'Jd', '6h', 'Kc', 'Qs', '3c']
['8s', 'Jd', '6h', 'Kc', 'Qs', '3c']
['4h', '6d', 'Ks', 'Ad', 'Jh', 'Kh']
['4h', '6d', 'Ks', 'Ad', 'Jh', 'Kh']
['4h', '6d', 'Ks', 'Ad', 'Jh', 'Kh']
['4h', '6d', 'Ks', 'Ad', 'Jh', 'Kh']
['4h', '6d', 'Ks', 'Ad', 'Jh', 'Kh']
['4d', 'Qs', '9h', '6s', '7s', '5c']
['4d', 'Qs', '9h', '6s', '7s', '5c']
['4d', 'Qs', '9h', '6s', '7s', '5c']
['4d', 'Qs', '9h', '6s', '7s', '5c']
['4d', 'Qs', '9h', '6s', '7s', '5c']
['Kc', '9h', '6h', '8c', 'Ac', 'Ad']
['Kc', '9h', '6h', '8c', 'Ac', 'Ad']
['Kc', '9h', '6h', '8c', 'Ac', 'Ad']
['Kc', '9h', '6h', '8c', 'Ac', 'Ad']
['Kc', '9h', '6h', '8c', 'Ac', 'Ad']
['4d', 'Ac', '4c', 'Jc', 'Tc', '5d']
['4d', 'Ac', '4c', 'Jc', 'Tc', '5d']
['4d', 'Ac', '4c', 'Jc', 'Tc', '5d']
['4d', 'Ac', '4c', 'Jc', 'Tc', '5d']
['4d', 'Ac', '4c', 'Jc', 'Tc', '5d']
['6c', '8d', '3c', 'Tc', '2s', 'Th']
['6c', '8d', '3c', 'Tc', '2s', 'Th']
['6c', '8d', '3c', 'Tc', '2s', 'Th']
['6c', '8d', '3c', 'Tc', '2s', 'Th']
['6c', '8d', '3c', 'Tc', '2s', 'Th']
['Ah', '7s', '6c', '2s', 'Th', 'Jh']
['Ah', '7s', '6c', '2s', 'Th', 'Jh']
['Ah', '7s', '6c', '2s', 'Th', 'Jh']
['Ah', '7s', '6c', '2s', 'Th', 'Jh']
['Ah', '7s', '6c', '2s', 'Th', 'Jh']
['6c', 'Ad', 'As', '5s', '6s', '9h']
['6c', 'Ad', 'As', '5s', '6s', '9h']
['6c', 'Ad', 'As', '5s', '6s', '9h']
['6c', 'Ad', 'As', '5s', '6s', '9h']
['6c', 'Ad', 'As', '5s', '6s', '9h']
['Tc', 'Jd', '7h', '9s', 'Th', 'Jc']
['Tc', 'Jd', '7h', '9s', 'Th', 'Jc']
['Tc', 'Jd', '7h', '9s', 'Th', 'Jc']
['Tc', 'Jd', '7h', '9s', 'Th', 'Jc']
['Tc', 'Jd', '7h', '9s', 'Th', 'Jc']
['Th', '8s', '2s', '2h', 'Qc', 'Tc']
['Th', '8s', '2s', '2h', 'Qc', 'Tc']
['Th', '8s', '2s', '2h', 'Qc', 'Tc']
['Th', '8s', '2s', '2h', 'Qc', 'Tc']
['Th', '8s', '2s', '2h', 'Qc', 'Tc']
['2s', '7d', 'Qc', 'As', 'Ks', '9d']
['2s', '7d', 'Qc', 'As', 'Ks', '9d']
['2s', '7d', 'Qc', 'As', 'Ks', '9d']
['2s', '7d', 'Qc', 'As', 'Ks', '9d']
['2s', '7d', 'Qc', 'As', 'Ks', '9d']
['3h', '4d', '7d', '5d', '3s', '9d']
['3h', '4d', '7d', '5d', '3s', '9d']
['3h', '4d', '7d', '5d', '3s', '9d']
['3h', '4d', '7d', '5d', '3s', '9d']
['3h', '4d', '7d', '5d', '3s', '9d']
['9c', 'As', '8s', '6c', '5d', '7d']
['9c', 'As', '8s', '6c', '5d', '7d']
['9c', 'As', '8s', '6c', '5d', '7d']
['9c', 'As', '8s', '6c', '5d', '7d']
['9c', 'As', '8s', '6c', '5d', '7d']
['9d', '5d', '5c', 'Qs', '8s', '4d']
['9d', '5d', '5c', 'Qs', '8s', '4d']
['9d', '5d', '5c', 'Qs', '8s', '4d']
['9d', '5d', '5c', 'Qs', '8s', '4d']
['9d', '5d', '5c', 'Qs', '8s', '4d']
['Kd', 'Td', 'As', '7c', '8d', '7s']
['Kd', 'Td', 'As', '7c', '8d', '7s']
['Kd', 'Td', 'As', '7c', '8d', '7s']
['Kd', 'Td', 'As', '7c', '8d', '7s']
['Kd', 'Td', 'As', '7c', '8d', '7s']
['Th', '9c', '3s', '7s', '7h', '5d']
['Th', '9c', '3s', '7s', '7h', '5d']
['Th', '9c', '3s', '7s', '7h', '5d']
['Th', '9c', '3s', '7s', '7h', '5d']
['Th', '9c', '3s', '7s', '7h', '5d']
['4d', '5s', 'Kc', '9c', '6h', 'Th']
['4d', '5s', 'Kc', '9c', '6h', 'Th']
['4d', '5s', 'Kc', '9c', '6h', 'Th']
['4d', '5s', 'Kc', '9c', '6h', 'Th']
['4d', '5s', 'Kc', '9c', '6h', 'Th']
['6c', '7s', 'Jh', 'Td', '5d', '3d']
['6c', '7s', 'Jh', 'Td', '5d', '3d']
['6c', '7s', 'Jh', 'Td', '5d', '3d']
['6c', '7s', 'Jh', 'Td', '5d', '3d']
['6c', '7s', 'Jh', 'Td', '5d', '3d']
['6d', 'Qs', '2s', 'Ts', 'Ad', '5c']
['6d', 'Qs', '2s', 'Ts', 'Ad', '5c']
['6d', 'Qs', '2s', 'Ts', 'Ad', '5c']
['6d', 'Qs', '2s', 'Ts', 'Ad', '5c']
['6d', 'Qs', '2s', 'Ts', 'Ad', '5c']
['Tc', '5c', '8d', '9h', 'Jc', 'Td']
['Tc', '5c', '8d', '9h', 'Jc', 'Td']
['Tc', '5c', '8d', '9h', 'Jc', 'Td']
['Tc', '5c', '8d', '9h', 'Jc', 'Td']
['Tc', '5c', '8d', '9h', 'Jc', 'Td']
['9d', '7s', 'Jh', '2d', 'Qs', 'Ts']
['9d', '7s', 'Jh', '2d', 'Qs', 'Ts']
['9d', '7s', 'Jh', '2d', 'Qs', 'Ts']
['9d', '7s', 'Jh', '2d', 'Qs', 'Ts']
['9d', '7s', 'Jh', '2d', 'Qs', 'Ts']
['Td', 'Jd', 'Tc', '8d', 'Jh', '2d']
['Td', 'Jd', 'Tc', '8d', 'Jh', '2d']
['Td', 'Jd', 'Tc', '8d', 'Jh', '2d']
['Td', 'Jd', 'Tc', '8d', 'Jh', '2d']
['Td', 'Jd', 'Tc', '8d', 'Jh', '2d']
['8h', '5s', 'Ah', 'Ad', '8d', '7h']
['8h', '5s', 'Ah', 'Ad', '8d', '7h']
['8h', '5s', 'Ah', 'Ad', '8d', '7h']
['8h', '5s', 'Ah', 'Ad', '8d', '7h']
['8h', '5s', 'Ah', 'Ad', '8d', '7h']
['3d', 'Ts', '8d', '8h', 'Js', '6d']
['3d', 'Ts', '8d', '8h', 'Js', '6d']
['3d', 'Ts', '8d', '8h', 'Js', '6d']
['3d', 'Ts', '8d', '8h', 'Js', '6d']
['3d', 'Ts', '8d', '8h', 'Js', '6d']
['Jh', '5h', '5d', '2s', '6d', 'Ts']
['Jh', '5h', '5d', '2s', '6d', 'Ts']
['Jh', '5h', '5d', '2s', '6d', 'Ts']
['Jh', '5h', '5d', '2s', '6d', 'Ts']
['Jh', '5h', '5d', '2s', '6d', 'Ts']
['3s', 'Td', '5s', 'Jh', '6d', '9c']
['3s', 'Td', '5s', 'Jh', '6d', '9c']
['3s', 'Td', '5s', 'Jh', '6d', '9c']
['3s', 'Td', '5s', 'Jh', '6d', '9c']
['3s', 'Td', '5s', 'Jh', '6d', '9c']
['Ks', 'Js', 'Qs', '6c', '5h', 'Qd']
['Ks', 'Js', 'Qs', '6c', '5h', 'Qd']
['Ks', 'Js', 'Qs', '6c', '5h', 'Qd']
['Ks', 'Js', 'Qs', '6c', '5h', 'Qd']
['Ks', 'Js', 'Qs', '6c', '5h', 'Qd']
['6d', '9s', 'Qh', 'Tc', 'Qd', '5d']
['6d', '9s', 'Qh', 'Tc', 'Qd', '5d']
['6d', '9s', 'Qh', 'Tc', 'Qd', '5d']
['6d', '9s', 'Qh', 'Tc', 'Qd', '5d']
['6d', '9s', 'Qh', 'Tc', 'Qd', '5d']
['7h', '7c', '4c', '5h', 'Qc', '3h']
['7h', '7c', '4c', '5h', 'Qc', '3h']
['7h', '7c', '4c', '5h', 'Qc', '3h']
['7h', '7c', '4c', '5h', 'Qc', '3h']
['7h', '7c', '4c', '5h', 'Qc', '3h']
['4c', 'Jc', 'Td', '2d', '3h', '9c']
['4c', 'Jc', 'Td', '2d', '3h', '9c']
['4c', 'Jc', 'Td', '2d', '3h', '9c']
['4c', 'Jc', 'Td', '2d', '3h', '9c']
['4c', 'Jc', 'Td', '2d', '3h', '9c']
['8s', 'Ac', 'Jd', '7h', '3d', 'Td']
['8s', 'Ac', 'Jd', '7h', '3d', 'Td']
['8s', 'Ac', 'Jd', '7h', '3d', 'Td']
['8s', 'Ac', 'Jd', '7h', '3d', 'Td']
['8s', 'Ac', 'Jd', '7h', '3d', 'Td']
['4d', 'Kc', '6d', 'Qc', '3s', '4h']
['4d', 'Kc', '6d', 'Qc', '3s', '4h']
['4d', 'Kc', '6d', 'Qc', '3s', '4h']
['4d', 'Kc', '6d', 'Qc', '3s', '4h']
['4d', 'Kc', '6d', 'Qc', '3s', '4h']
['Tc', 'Qc', '2s', 'Js', '4d', '9h']
['Tc', 'Qc', '2s', 'Js', '4d', '9h']
['Tc', 'Qc', '2s', 'Js', '4d', '9h']
['Tc', 'Qc', '2s', 'Js', '4d', '9h']
['Tc', 'Qc', '2s', 'Js', '4d', '9h']
['Qc', '9s', 'Ks', '4d', '8d', 'Jh']
['Qc', '9s', 'Ks', '4d', '8d', 'Jh']
['Qc', '9s', 'Ks', '4d', '8d', 'Jh']
['Qc', '9s', 'Ks', '4d', '8d', 'Jh']
['Qc', '9s', 'Ks', '4d', '8d', 'Jh']
['Js', '6c', 'Ts', '8h', '7h', 'Jc']
['Js', '6c', 'Ts', '8h', '7h', 'Jc']
['Js', '6c', 'Ts', '8h', '7h', 'Jc']
['Js', '6c', 'Ts', '8h', '7h', 'Jc']
['Js', '6c', 'Ts', '8h', '7h', 'Jc']
['7d', '4c', '8s', 'Ah', '3h', 'Qs']
['7d', '4c', '8s', 'Ah', '3h', 'Qs']
['7d', '4c', '8s', 'Ah', '3h', 'Qs']
['7d', '4c', '8s', 'Ah', '3h', 'Qs']
['7d', '4c', '8s', 'Ah', '3h', 'Qs']
['2h', 'Jd', '7d', 'Kh', '9c', '7h']
['2h', 'Jd', '7d', 'Kh', '9c', '7h']
['2h', 'Jd', '7d', 'Kh', '9c', '7h']
['2h', 'Jd', '7d', 'Kh', '9c', '7h']
['2h', 'Jd', '7d', 'Kh', '9c', '7h']
['2h', '5h', 'Td', 'Ad', '5d', '2d']
['2h', '5h', 'Td', 'Ad', '5d', '2d']
['2h', '5h', 'Td', 'Ad', '5d', '2d']
['2h', '5h', 'Td', 'Ad', '5d', '2d']
['2h', '5h', 'Td', 'Ad', '5d', '2d']
['Td', '7c', '3s', 'Th', '8c', '6d']
['Td', '7c', '3s', 'Th', '8c', '6d']
['Td', '7c', '3s', 'Th', '8c', '6d']
['Td', '7c', '3s', 'Th', '8c', '6d']
['Td', '7c', '3s', 'Th', '8c', '6d']
['9d', 'Qs', '7c', 'Ah', '9c', 'Js']
['9d', 'Qs', '7c', 'Ah', '9c', 'Js']
['9d', 'Qs', '7c', 'Ah', '9c', 'Js']
['9d', 'Qs', '7c', 'Ah', '9c', 'Js']
['9d', 'Qs', '7c', 'Ah', '9c', 'Js']
['9c', '4s', '8h', 'Js', 'As', '8s']
['9c', '4s', '8h', 'Js', 'As', '8s']
['9c', '4s', '8h', 'Js', 'As', '8s']
['9c', '4s', '8h', 'Js', 'As', '8s']
['9c', '4s', '8h', 'Js', 'As', '8s']
['7d', '3c', 'Qc', '8h', '6s', '4d']
['7d', '3c', 'Qc', '8h', '6s', '4d']
['7d', '3c', 'Qc', '8h', '6s', '4d']
['7d', '3c', 'Qc', '8h', '6s', '4d']
['7d', '3c', 'Qc', '8h', '6s', '4d']
['Qh', 'Qs', '4d', '2d', '7h', '4s']
['Qh', 'Qs', '4d', '2d', '7h', '4s']
['Qh', 'Qs', '4d', '2d', '7h', '4s']
['Qh', 'Qs', '4d', '2d', '7h', '4s']
['Qh', 'Qs', '4d', '2d', '7h', '4s']
['9d', '6c', '9s', 'Qd', '7c', '6s']
['9d', '6c', '9s', 'Qd', '7c', '6s']
['9d', '6c', '9s', 'Qd', '7c', '6s']
['9d', '6c', '9s', 'Qd', '7c', '6s']
['9d', '6c', '9s', 'Qd', '7c', '6s']
['2h', '2d', '8c', 'Jd', 'Ac', '5c']
['2h', '2d', '8c', 'Jd', 'Ac', '5c']
['2h', '2d', '8c', 'Jd', 'Ac', '5c']
['2h', '2d', '8c', 'Jd', 'Ac', '5c']
['2h', '2d', '8c', 'Jd', 'Ac', '5c']
['8c', 'Ks', '6d', '8s', 'Ac', 'Th']
['8c', 'Ks', '6d', '8s', 'Ac', 'Th']
['8c', 'Ks', '6d', '8s', 'Ac', 'Th']
['8c', 'Ks', '6d', '8s', 'Ac', 'Th']
['8c', 'Ks', '6d', '8s', 'Ac', 'Th']
['9d', '7h', 'Qc', '6d', '9c', '2s']
['9d', '7h', 'Qc', '6d', '9c', '2s']
['9d', '7h', 'Qc', '6d', '9c', '2s']
['9d', '7h', 'Qc', '6d', '9c', '2s']
['9d', '7h', 'Qc', '6d', '9c', '2s']
['5d', '2h', '9h', 'Qd', '8d', '4h']
['5d', '2h', '9h', 'Qd', '8d', '4h']
['5d', '2h', '9h', 'Qd', '8d', '4h']
['5d', '2h', '9h', 'Qd', '8d', '4h']
['5d', '2h', '9h', 'Qd', '8d', '4h']
['7s', '4c', '6c', '2d', '5d', '8c']
['7s', '4c', '6c', '2d', '5d', '8c']
['7s', '4c', '6c', '2d', '5d', '8c']
['7s', '4c', '6c', '2d', '5d', '8c']
['7s', '4c', '6c', '2d', '5d', '8c']
['3d', 'As', '2c', '5d', 'Ts', 'Qc']
['3d', 'As', '2c', '5d', 'Ts', 'Qc']
['3d', 'As', '2c', '5d', 'Ts', 'Qc']
['3d', 'As', '2c', '5d', 'Ts', 'Qc']
['3d', 'As', '2c', '5d', 'Ts', 'Qc']
['Kc', 'Jd', 'Ks', 'Tc', 'Td', '3d']
['Kc', 'Jd', 'Ks', 'Tc', 'Td', '3d']
['Kc', 'Jd', 'Ks', 'Tc', 'Td', '3d']
['Kc', 'Jd', 'Ks', 'Tc', 'Td', '3d']
['Kc', 'Jd', 'Ks', 'Tc', 'Td', '3d']
['Ks', '8d', '5d', '4s', '8c', '8h']
['Ks', '8d', '5d', '4s', '8c', '8h']
['Ks', '8d', '5d', '4s', '8c', '8h']
['Ks', '8d', '5d', '4s', '8c', '8h']
['Ks', '8d', '5d', '4s', '8c', '8h']
['8h', 'Kh', '9h', 'Qd', '6d', '3h']
['8h', 'Kh', '9h', 'Qd', '6d', '3h']
['8h', 'Kh', '9h', 'Qd', '6d', '3h']
['8h', 'Kh', '9h', 'Qd', '6d', '3h']
['8h', 'Kh', '9h', 'Qd', '6d', '3h']
['Ts', '4c', '2c', '9c', '8h', '3s']
['Ts', '4c', '2c', '9c', '8h', '3s']
['Ts', '4c', '2c', '9c', '8h', '3s']
['Ts', '4c', '2c', '9c', '8h', '3s']
['Ts', '4c', '2c', '9c', '8h', '3s']
['Js', '9s', '5c', '4c', '5d', '9h']
['Js', '9s', '5c', '4c', '5d', '9h']
['Js', '9s', '5c', '4c', '5d', '9h']
['Js', '9s', '5c', '4c', '5d', '9h']
['Js', '9s', '5c', '4c', '5d', '9h']
['3s', '4d', '9d', '7s', 'Ks', '9s']
['3s', '4d', '9d', '7s', 'Ks', '9s']
['3s', '4d', '9d', '7s', 'Ks', '9s']
['3s', '4d', '9d', '7s', 'Ks', '9s']
['3s', '4d', '9d', '7s', 'Ks', '9s']
['Qc', 'As', '7d', '8h', '6h', 'Js']
['Qc', 'As', '7d', '8h', '6h', 'Js']
['Qc', 'As', '7d', '8h', '6h', 'Js']
['Qc', 'As', '7d', '8h', '6h', 'Js']
['Qc', 'As', '7d', '8h', '6h', 'Js']
['Kc', '5d', 'Jc', '7h', '6h', 'Jh']
['Kc', '5d', 'Jc', '7h', '6h', 'Jh']
['Kc', '5d', 'Jc', '7h', '6h', 'Jh']
['Kc', '5d', 'Jc', '7h', '6h', 'Jh']
['Kc', '5d', 'Jc', '7h', '6h', 'Jh']
['8c', '6d', '6c', 'Kc', '5s', '7s']
['8c', '6d', '6c', 'Kc', '5s', '7s']
['8c', '6d', '6c', 'Kc', '5s', '7s']
['8c', '6d', '6c', 'Kc', '5s', '7s']
['8c', '6d', '6c', 'Kc', '5s', '7s']
['8c', '7s', 'As', 'Jc', 'Kc', 'Js']
['8c', '7s', 'As', 'Jc', 'Kc', 'Js']
['8c', '7s', 'As', 'Jc', 'Kc', 'Js']
['8c', '7s', 'As', 'Jc', 'Kc', 'Js']
['8c', '7s', 'As', 'Jc', 'Kc', 'Js']
['Qd', '2s', '3d', '8d', 'Kd', '8c']
['Qd', '2s', '3d', '8d', 'Kd', '8c']
['Qd', '2s', '3d', '8d', 'Kd', '8c']
['Qd', '2s', '3d', '8d', 'Kd', '8c']
['Qd', '2s', '3d', '8d', 'Kd', '8c']
['Jh', '9h', 'Jc', 'Kc', 'Th', '8h']
['Jh', '9h', 'Jc', 'Kc', 'Th', '8h']
['Jh', '9h', 'Jc', 'Kc', 'Th', '8h']
['Jh', '9h', 'Jc', 'Kc', 'Th', '8h']
['Jh', '9h', 'Jc', 'Kc', 'Th', '8h']
['6h', 'Qd', '8h', 'Th', 'Jd', '4h']
['6h', 'Qd', '8h', 'Th', 'Jd', '4h']
['6h', 'Qd', '8h', 'Th', 'Jd', '4h']
['6h', 'Qd', '8h', 'Th', 'Jd', '4h']
['6h', 'Qd', '8h', 'Th', 'Jd', '4h']
['Qh', 'Kh', '3s', '8d', '5c', 'Ts']
['Qh', 'Kh', '3s', '8d', '5c', 'Ts']
['Qh', 'Kh', '3s', '8d', '5c', 'Ts']
['Qh', 'Kh', '3s', '8d', '5c', 'Ts']
['Qh', 'Kh', '3s', '8d', '5c', 'Ts']
['Ad', '8h', 'Th', '7c', 'Qc', 'Kd']
['Ad', '8h', 'Th', '7c', 'Qc', 'Kd']
['Ad', '8h', 'Th', '7c', 'Qc', 'Kd']
['Ad', '8h', 'Th', '7c', 'Qc', 'Kd']
['Ad', '8h', 'Th', '7c', 'Qc', 'Kd']
['Qh', '8h', 'As', '4d', 'Kd', '7s']
['Qh', '8h', 'As', '4d', 'Kd', '7s']
['Qh', '8h', 'As', '4d', 'Kd', '7s']
['Qh', '8h', 'As', '4d', 'Kd', '7s']
['Qh', '8h', 'As', '4d', 'Kd', '7s']
['Qh', 'Ts', 'Th', '6s', '4c', 'Ac']
['Qh', 'Ts', 'Th', '6s', '4c', 'Ac']
['Qh', 'Ts', 'Th', '6s', '4c', 'Ac']
['Qh', 'Ts', 'Th', '6s', '4c', 'Ac']
['Qh', 'Ts', 'Th', '6s', '4c', 'Ac']
['Ah', '8d', 'Jh', '5h', '8s', 'Kd']
['Ah', '8d', 'Jh', '5h', '8s', 'Kd']
['Ah', '8d', 'Jh', '5h', '8s', 'Kd']
['Ah', '8d', 'Jh', '5h', '8s', 'Kd']
['Ah', '8d', 'Jh', '5h', '8s', 'Kd']
['Jc', '4s', '9s', '6h', 'Qd', '2d']
['Jc', '4s', '9s', '6h', 'Qd', '2d']
['Jc', '4s', '9s', '6h', 'Qd', '2d']
['Jc', '4s', '9s', '6h', 'Qd', '2d']
['Jc', '4s', '9s', '6h', 'Qd', '2d']
['5c', 'As', 'Ad', 'Qs', '5d', 'Js']
['5c', 'As', 'Ad', 'Qs', '5d', 'Js']
['5c', 'As', 'Ad', 'Qs', '5d', 'Js']
['5c', 'As', 'Ad', 'Qs', '5d', 'Js']
['5c', 'As', 'Ad', 'Qs', '5d', 'Js']
['9c', 'Jc', '5s', 'Jd', '8c', '4h']
['9c', 'Jc', '5s', 'Jd', '8c', '4h']
['9c', 'Jc', '5s', 'Jd', '8c', '4h']
['9c', 'Jc', '5s', 'Jd', '8c', '4h']
['9c', 'Jc', '5s', 'Jd', '8c', '4h']
['4d', '6d', '4s', 'Jd', 'Tc', 'Kh']
['4d', '6d', '4s', 'Jd', 'Tc', 'Kh']
['4d', '6d', '4s', 'Jd', 'Tc', 'Kh']
['4d', '6d', '4s', 'Jd', 'Tc', 'Kh']
['4d', '6d', '4s', 'Jd', 'Tc', 'Kh']
['Kh', '8d', '3d', 'Jd', 'Ad', '6h']
['Kh', '8d', '3d', 'Jd', 'Ad', '6h']
['Kh', '8d', '3d', 'Jd', 'Ad', '6h']
['Kh', '8d', '3d', 'Jd', 'Ad', '6h']
['Kh', '8d', '3d', 'Jd', 'Ad', '6h']
['5s', '4h', '6d', 'Td', 'Qc', '7h']
['5s', '4h', '6d', 'Td', 'Qc', '7h']
['5s', '4h', '6d', 'Td', 'Qc', '7h']
['5s', '4h', '6d', 'Td', 'Qc', '7h']
['5s', '4h', '6d', 'Td', 'Qc', '7h']
['2s', 'Ad', '5c', '6s', '8h', '9c']
['2s', 'Ad', '5c', '6s', '8h', '9c']
['2s', 'Ad', '5c', '6s', '8h', '9c']
['2s', 'Ad', '5c', '6s', '8h', '9c']
['2s', 'Ad', '5c', '6s', '8h', '9c']
['Tc', '4h', 'Th', '4c', 'Qd', 'Kc']
['Tc', '4h', 'Th', '4c', 'Qd', 'Kc']
['Tc', '4h', 'Th', '4c', 'Qd', 'Kc']
['Tc', '4h', 'Th', '4c', 'Qd', 'Kc']
['Tc', '4h', 'Th', '4c', 'Qd', 'Kc']
['4c', '2s', 'Js', 'Qc', 'Ad', '3c']
['4c', '2s', 'Js', 'Qc', 'Ad', '3c']
['4c', '2s', 'Js', 'Qc', 'Ad', '3c']
['4c', '2s', 'Js', 'Qc', 'Ad', '3c']
['4c', '2s', 'Js', 'Qc', 'Ad', '3c']
['Kh', '7c', 'Qs', '3c', 'Tc', 'As']
['Kh', '7c', 'Qs', '3c', 'Tc', 'As']
['Kh', '7c', 'Qs', '3c', 'Tc', 'As']
['Kh', '7c', 'Qs', '3c', 'Tc', 'As']
['Kh', '7c', 'Qs', '3c', 'Tc', 'As']
['Tc', 'Qd', 'As', '6s', '5d', '6d']
['Tc', 'Qd', 'As', '6s', '5d', '6d']
['Tc', 'Qd', 'As', '6s', '5d', '6d']
['Tc', 'Qd', 'As', '6s', '5d', '6d']
['Tc', 'Qd', 'As', '6s', '5d', '6d']
['2d', '7c', '8h', '5d', '2c', '2s']
['2d', '7c', '8h', '5d', '2c', '2s']
['2d', '7c', '8h', '5d', '2c', '2s']
['2d', '7c', '8h', '5d', '2c', '2s']
['2d', '7c', '8h', '5d', '2c', '2s']
['Jd', '3d', '7h', 'Kc', '8c', 'Js']
['Jd', '3d', '7h', 'Kc', '8c', 'Js']
['Jd', '3d', '7h', 'Kc', '8c', 'Js']
['Jd', '3d', '7h', 'Kc', '8c', 'Js']
['Jd', '3d', '7h', 'Kc', '8c', 'Js']
['Ah', '5c', 'Qd', '2h', '7d', '3h']
['Ah', '5c', 'Qd', '2h', '7d', '3h']
['Ah', '5c', 'Qd', '2h', '7d', '3h']
['Ah', '5c', 'Qd', '2h', '7d', '3h']
['Ah', '5c', 'Qd', '2h', '7d', '3h']
['6s', '5d', '2c', '3d', 'Ts', '3s']
['6s', '5d', '2c', '3d', 'Ts', '3s']
['6s', '5d', '2c', '3d', 'Ts', '3s']
['6s', '5d', '2c', '3d', 'Ts', '3s']
['6s', '5d', '2c', '3d', 'Ts', '3s']
['7d', '5d', '6d', 'Th', '9s', 'Qd']
['7d', '5d', '6d', 'Th', '9s', 'Qd']
['7d', '5d', '6d', 'Th', '9s', 'Qd']
['7d', '5d', '6d', 'Th', '9s', 'Qd']
['7d', '5d', '6d', 'Th', '9s', 'Qd']
['Kh', 'Jd', '9s', 'Ac', '6s', 'Qc']
['Kh', 'Jd', '9s', 'Ac', '6s', 'Qc']
['Kh', 'Jd', '9s', 'Ac', '6s', 'Qc']
['Kh', 'Jd', '9s', 'Ac', '6s', 'Qc']
['Kh', 'Jd', '9s', 'Ac', '6s', 'Qc']
['Kd', '3h', 'Ac', '8d', '6h', 'Jc']
['Kd', '3h', 'Ac', '8d', '6h', 'Jc']
['Kd', '3h', 'Ac', '8d', '6h', 'Jc']
['Kd', '3h', 'Ac', '8d', '6h', 'Jc']
['Kd', '3h', 'Ac', '8d', '6h', 'Jc']
['Kh', 'Ts', 'Qc', '3s', 'Ad', '5c']
['Kh', 'Ts', 'Qc', '3s', 'Ad', '5c']
['Kh', 'Ts', 'Qc', '3s', 'Ad', '5c']
['Kh', 'Ts', 'Qc', '3s', 'Ad', '5c']
['Kh', 'Ts', 'Qc', '3s', 'Ad', '5c']
['4s', '7d', 'Js', '8c', 'Ad', '9s']
['4s', '7d', 'Js', '8c', 'Ad', '9s']
['4s', '7d', 'Js', '8c', 'Ad', '9s']
['4s', '7d', 'Js', '8c', 'Ad', '9s']
['4s', '7d', 'Js', '8c', 'Ad', '9s']
['3d', 'Qh', '7c', 'Ks', 'Kc', 'Td']
['3d', 'Qh', '7c', 'Ks', 'Kc', 'Td']
['3d', 'Qh', '7c', 'Ks', 'Kc', 'Td']
['3d', 'Qh', '7c', 'Ks', 'Kc', 'Td']
['3d', 'Qh', '7c', 'Ks', 'Kc', 'Td']
['9c', '8c', '3d', '4s', 'Ac', '8d']
